Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7	Channel8	FilteredChannel1	FilteredChannel2	FilteredChannel3	FilteredChannel4	FilteredChannel5	FilteredChannel6	FilteredChannel7	FilteredChannel8	GyroX	GyroY	GyroZ	AccX	AccY	AccZ	PPG1	PPG2	rawPPG1	rawPPG2	rawPPG3	Hr	Hrv	Battery	Trigger	PhysicalTrigger	AutoTrigger	NumMeasurements	Timestamp
6275.160000	93357.540000	-11883.240000	-25626.060000	0.000000	0.000000	0.000000	0.000000	-18.220719	-19.163078	-15.420547	-17.583368	0.000000	0.000000	-0.000000	-0.000000	5.478340	-0.335720	-0.625660	-0.129028	0.846494	0.522643	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329837.000000	1772914596.279398
6296.400000	93378.510000	-11867.940000	-25608.510000	0.000000	0.000000	0.000000	0.000000	5.974975	4.345195	1.631147	2.914086	0.000000	0.000000	-0.000000	-0.000000	5.478340	-0.335720	-0.625660	-0.129028	0.846494	0.522643	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329838.000000	1772914596.279401
6304.905000	93379.860000	-11858.040000	-25597.530000	0.000000	0.000000	0.000000	0.000000	24.720641	25.330345	15.500976	19.432974	0.000000	0.000000	-0.000000	-0.000000	5.478340	-0.335720	-0.625660	-0.129028	0.846494	0.522643	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329839.000000	1772914596.285830
6297.300000	93362.535000	-11859.030000	-25602.705000	0.000000	0.000000	0.000000	0.000000	31.256735	32.454539	22.187272	26.675323	0.000000	0.000000	-0.000000	-0.000000	5.478340	-0.335720	-0.625660	-0.129028	0.846494	0.522643	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329840.000000	1772914596.285833
6283.035000	93338.055000	-11865.870000	-25615.530000	0.000000	0.000000	0.000000	0.000000	24.144662	22.023530	20.253648	22.924739	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329841.000000	1772914596.288944
6275.745000	93318.795000	-11870.370000	-25627.140000	0.000000	0.000000	0.000000	0.000000	7.445197	0.025056	10.923892	10.203488	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329842.000000	1772914596.288947
6280.830000	93308.625000	-11865.015000	-25619.220000	0.000000	0.000000	0.000000	0.000000	-10.322106	-21.446933	-1.351710	-5.286400	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329843.000000	1772914596.291474
6288.480000	93317.805000	-11862.720000	-25609.005000	0.000000	0.000000	0.000000	0.000000	-20.457876	-31.150080	-10.763183	-15.630417	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329844.000000	1772914596.291477
6302.295000	93341.835000	-11857.140000	-25597.980000	0.000000	0.000000	0.000000	0.000000	-19.122412	-24.405481	-13.685685	-16.175418	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329845.000000	1772914596.295303
6315.210000	93367.035000	-11851.740000	-25591.275000	0.000000	0.000000	0.000000	0.000000	-8.916378	-4.933707	-10.427452	-8.542198	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329846.000000	1772914596.295306
6320.700000	93377.205000	-11847.915000	-25586.730000	0.000000	0.000000	0.000000	0.000000	3.549534	17.099348	-4.053039	1.309319	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329847.000000	1772914596.299504
6318.000000	93366.720000	-11845.080000	-25588.260000	0.000000	0.000000	0.000000	0.000000	11.516189	30.021660	1.818028	7.523125	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329848.000000	1772914596.299507
6300.360000	93342.645000	-11854.215000	-25603.020000	0.000000	0.000000	0.000000	0.000000	11.224154	26.789023	4.601396	7.308714	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329849.000000	1772914596.303393
6280.335000	93320.145000	-11869.020000	-25619.670000	0.000000	0.000000	0.000000	0.000000	3.269751	9.125409	3.298893	1.369891	0.000000	0.000000	-0.000000	-0.000000	4.242280	0.274680	-0.839300	-0.127929	0.848264	0.521971	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329850.000000	1772914596.303396
6286.095000	93309.570000	-11863.170000	-25612.605000	0.000000	0.000000	0.000000	0.000000	-7.451600	-13.179595	-0.885997	-6.454398	0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329851.000000	1772914596.307401
6299.460000	93317.670000	-11855.160000	-25603.245000	0.000000	0.000000	0.000000	0.000000	-13.663139	-27.809338	-4.356410	-10.552806	0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329852.000000	1772914596.307403
6300.630000	93342.015000	-11863.350000	-25613.325000	0.000000	0.000000	0.000000	0.000000	-10.826621	-26.858220	-4.063198	-7.817402	0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329853.000000	1772914596.311310
6300.180000	93369.105000	-11868.030000	-25614.720000	0.000000	0.000000	0.000000	0.000000	-1.278153	-11.049857	-0.793707	-0.739581	0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329854.000000	1772914596.311312
6306.165000	93383.370000	-11867.670000	-25605.630000	0.000000	0.000000	0.000000	0.000000	8.333309	10.753561	2.419833	5.833362	-0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329855.000000	1772914596.315461
6323.805000	93380.580000	-11848.815000	-25583.850000	0.000000	0.000000	0.000000	0.000000	13.215848	26.402516	4.215285	9.654895	-0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329856.000000	1772914596.315464
6325.470000	93360.915000	-11840.310000	-25581.240000	0.000000	0.000000	0.000000	0.000000	12.777585	27.225122	5.460658	11.025178	-0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329857.000000	1772914596.319406
6330.420000	93338.145000	-11828.565000	-25574.805000	0.000000	0.000000	0.000000	0.000000	8.427015	12.842155	6.655678	9.894828	-0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329858.000000	1772914596.319409
6293.970000	93321.540000	-11861.415000	-25608.195000	0.000000	0.000000	0.000000	0.000000	1.215075	-8.758393	6.038014	5.100500	-0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329859.000000	1772914596.323726
6280.650000	93320.415000	-11878.785000	-25624.530000	0.000000	0.000000	0.000000	0.000000	-8.073420	-25.814557	0.915887	-3.864565	-0.000000	0.000000	-0.000000	-0.000000	3.998120	0.793520	-0.946120	-0.126770	0.848753	0.522215	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329860.000000	1772914596.323729
6298.920000	93334.860000	-11869.380000	-25612.695000	0.000000	0.000000	0.000000	0.000000	-16.083503	-29.266037	-7.707683	-13.767728	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329861.000000	1772914596.327452
6317.955000	93358.710000	-11857.995000	-25595.820000	0.000000	0.000000	0.000000	0.000000	-16.734370	-17.412250	-13.547960	-17.718291	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329862.000000	1772914596.327455
6334.650000	93372.885000	-11846.430000	-25583.400000	0.000000	0.000000	0.000000	0.000000	-7.402673	3.373195	-11.139096	-11.487263	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329863.000000	1772914596.333508
6337.575000	93375.090000	-11841.480000	-25581.105000	0.000000	0.000000	0.000000	0.000000	6.859819	22.006192	-1.659154	1.468663	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329864.000000	1772914596.333511
6325.335000	93360.645000	-11847.600000	-25594.065000	0.000000	0.000000	0.000000	0.000000	16.885550	28.691052	8.377548	12.593017	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329865.000000	1772914596.335463
6309.135000	93337.830000	-11854.890000	-25603.065000	0.000000	0.000000	0.000000	0.000000	16.223896	20.228553	12.501777	14.954207	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329866.000000	1772914596.335467
6294.285000	93319.830000	-11865.060000	-25614.990000	0.000000	0.000000	0.000000	0.000000	5.531848	1.546339	8.732270	8.063570	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329867.000000	1772914596.339396
6297.390000	93320.415000	-11863.665000	-25613.595000	0.000000	0.000000	0.000000	0.000000	-8.084941	-17.006880	0.333142	-2.585568	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329868.000000	1772914596.339399
6319.530000	93333.870000	-11848.095000	-25594.695000	0.000000	0.000000	0.000000	0.000000	-15.673271	-25.250895	-6.700476	-9.659733	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329869.000000	1772914596.343429
6353.055000	93362.760000	-11823.345000	-25565.715000	0.000000	0.000000	0.000000	0.000000	-11.935952	-18.835440	-7.445021	-8.346521	-0.000000	0.000000	-0.000000	-0.000000	4.639040	0.442540	-0.854560	-0.127197	0.845945	0.522154	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329870.000000	1772914596.343432
6355.080000	93387.870000	-11828.070000	-25567.470000	0.000000	0.000000	0.000000	0.000000	0.821574	-1.516602	-1.772793	0.254643	-0.000000	0.000000	-0.000000	-0.000000	6.149780	0.412020	-1.022420	-0.127502	0.845518	0.523192	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	16.482759	0.000000	-1.000000	-1.000000	329871.000000	1772914596.347359
