Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7	Channel8	FilteredChannel1	FilteredChannel2	FilteredChannel3	FilteredChannel4	FilteredChannel5	FilteredChannel6	FilteredChannel7	FilteredChannel8	GyroX	GyroY	GyroZ	AccX	AccY	AccZ	PPG1	PPG2	rawPPG1	rawPPG2	rawPPG3	Hr	Hrv	Battery	Trigger	PhysicalTrigger	AutoTrigger	NumMeasurements	Timestamp
4409.460000	90865.710000	-11204.865000	-24900.525000	0.000000	0.000000	0.000000	0.000000	17.279910	20.587662	12.802314	13.374225	-0.000000	0.000000	-0.000000	-0.000000	-3.937080	-2.166920	-0.228900	-0.111999	0.831358	0.552306	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374787.000000	1772914686.205423
4385.160000	90840.915000	-11221.425000	-24920.775000	0.000000	0.000000	0.000000	0.000000	5.695806	3.262140	7.567515	5.634183	-0.000000	0.000000	-0.000000	-0.000000	-3.937080	-2.166920	-0.228900	-0.111999	0.831358	0.552306	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374788.000000	1772914686.209516
4353.930000	90827.910000	-11252.250000	-24949.620000	0.000000	0.000000	0.000000	0.000000	-8.974278	-16.495650	-1.559193	-5.251176	-0.000000	0.000000	-0.000000	-0.000000	-3.937080	-2.166920	-0.228900	-0.111999	0.831358	0.552306	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374789.000000	1772914686.209518
4368.465000	90834.840000	-11247.975000	-24940.440000	0.000000	0.000000	0.000000	0.000000	-21.298004	-27.690859	-12.276935	-15.799255	-0.000000	0.000000	-0.000000	-0.000000	-3.937080	-2.166920	-0.228900	-0.111999	0.831358	0.552306	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374790.000000	1772914686.213454
4382.730000	90856.260000	-11240.145000	-24926.940000	0.000000	0.000000	0.000000	0.000000	-24.263314	-23.887002	-18.824334	-19.935727	-0.000000	0.000000	-0.000000	-0.000000	-3.937080	-2.166920	-0.228900	-0.111999	0.831358	0.552306	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374791.000000	1772914686.213457
4395.825000	90876.150000	-11233.980000	-24916.950000	0.000000	0.000000	0.000000	0.000000	-14.629890	-6.804323	-16.095100	-13.670189	-0.000000	0.000000	-0.000000	-0.000000	-3.937080	-2.166920	-0.228900	-0.111999	0.831358	0.552306	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374792.000000	1772914686.217477
4408.155000	90889.155000	-11221.650000	-24903.990000	0.000000	0.000000	0.000000	0.000000	2.696827	14.443326	-4.974769	0.108674	-0.000000	0.000000	-0.000000	-0.000000	-3.937080	-2.166920	-0.228900	-0.111999	0.831358	0.552306	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374793.000000	1772914686.217480
4410.990000	90884.520000	-11214.855000	-24895.125000	0.000000	0.000000	0.000000	0.000000	18.001643	28.448030	8.379943	13.680785	-0.000000	0.000000	-0.000000	-0.000000	0.091560	-0.854560	-0.579880	-0.110290	0.824278	0.556578	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374794.000000	1772914686.221521
4387.770000	90866.880000	-11229.300000	-24909.390000	0.000000	0.000000	0.000000	0.000000	23.112226	27.822403	16.848329	19.859004	-0.000000	0.000000	-0.000000	-0.000000	0.091560	-0.854560	-0.579880	-0.110290	0.824278	0.556578	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374795.000000	1772914686.221524
4370.490000	90841.320000	-11237.895000	-24922.620000	0.000000	0.000000	0.000000	0.000000	15.446052	12.961390	16.025649	15.446615	-0.000000	0.000000	-0.000000	-0.000000	0.091560	-0.854560	-0.579880	-0.110290	0.824278	0.556578	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	12.551724	0.000000	-1.000000	-1.000000	374796.000000	1772914686.225543
